ID,Localisation,Rack,Nom du matériel,Type,Nb Elts,Architecture,U,MARQUE,MODELE,numéro de série,"CONSO(Watt)",I,"PDUOndulé","PDUNormal",cluster,critique,domaine,gestion,Action,Phase,Salle,Îlot,Baie,Id-baie,"FCTotal","FCCalculé","FCUtilisé","FCFutur","RJ45Total","RJ45Calculé","RJ45Utilisé","RJ45Futur","10GbpsFutur","RJ45CM","IPMI Dédié","IPMIUtilisé","IPMIFutur",Slot 1,Slot 2,Slot 3,Slot 4,Slot 5,Slot 6,Slot 7,,,,,,,,IP,"Hostname <> Machine",Etat configuration réseau,Actions conf réseau à mener
132,TPB -1,DIEPPE,DGPR-05,Serveur,1,Rackable,1,DELL,PowerEdge R610,14XWD5J,100,"0,43",,,,,Singleton DG,DGPR,Déménagement,3,S1,3,,S1-3-,0,0,0,0,,4,1,PORT 4,,4,,,1,,,,,,,,Err :502,Err :502,Err :502,Err :502,Err :502,Err :502,Err :502,-,,,?
133,TPB -1,DIEPPE,GIDIC,Serveur,1,Rackable,4,DELL,PowerEdge 6850,54D863J,760,"3,30",,,,,Singleton DG,DGPR,Déménagement,3,S1,3,,S1-3-,0,0,0,0,,2,1,1,,2,,,0,,,,,,,,Err :502,Err :502,Err :502,Err :502,Err :502,Err :502,Err :502,-,,?,?
134,TPB -1,DIEPPE,SRV01-DPMA,Serveur,1,Rackable,4,HP,Proliant DL580 G7,CZJ1040DC2,1290,"5,61",,,,,Singleton DG,DPMA,Déménagement,3,S1,3,,S1-3-,0,0,0,0,,2,1,1,,2,,,,,,,,,,,Err :502,Err :502,Err :502,Err :502,Err :502,Err :502,Err :502,-,,,?
135,TPB -1,DIVERS 1,AFSERVICE-01,Serveur,1,Rackable,1,DELL,PowerEdge R610,4643H4J,193,"0,84",3.9,G2-D3,,,Singleton Messagerie,DOIP,Déménagement,4,S1,2,,S1-2-,0,0,0,0,,4,1,2,,4,1,,1,,,,,,,,Err :502,Err :502,Err :502,Err :502,Err :502,Err :502,Err :502,10.167.120.129,Afservices-01,Eth0(10.167.120.129),"Créer un bond0 avec eth0 et eth1, lui affecter l'ip  10.167.120.129"
136,TPB -1,DIVERS 1,COLLECTD-01,Serveur,1,Rackable,1,DELL,PowerEdge R610,J3XWD5J,113,"0,49",3.9,G2-D3,,,Singleton admin,DOIP,Déménagement,3,S1,2,,S1-2-,0,0,0,0,,4,1,2,,4,1,,1,,,,,,,,Err :502,Err :502,Err :502,Err :502,Err :502,Err :502,Err :502,10.167.123.8,,Eth0(10.167.123.8),"Créer un bond0 avec eth0 et eth1, lui affecter l'ip  10.167.123.8"
137,TPB -1,DIVERS 1,DEBMIROIR-NAT-01,Serveur,1,Rackable,2,DELL,PowerEdge 2950,4YN054J,350,"1,52",D.39,G2-D2,,,Singleton admin,DOIP,Déménagement,3,S1,2,,S1-2-,0,0,0,0,,4,1,2,,2,0,,0,,2RJ,,,,,,Err :502,2,Err :502,Err :502,Err :502,Err :502,Err :502,10.167.64.11,Debmiroir-01,Eth3(10.167.64.11),"Créer un bond0 avec eth0 et eth1, lui affecter l'ip  10.167.64.11"
138,TPB -1,DIVERS 1,ETL-01,Serveur,1,Rackable,2,DELL,PowerEdge R710,FJT5L4J,200,"0,87",3.9,G2-D3,,,Singleton admin,DOIP,Déménagement,3,S1,2,,S1-2-,0,0,0,0,,4,2,2,,4,0,,1,,,,,,,,Err :502,Err :502,Err :502,Err :502,Err :502,Err :502,Err :502,10.167.133.7,,"Eth0(10.167.133.7), eth1(10.167.5.7)","Créer un bond0 avec eth0 et eth1, lui affecter l'ip  10.167.133.7. Ajouter le vlan1505(10.167.5.7) taggé sur le port du switch et le bond0"
139,TPB -1,DIVERS 1,ETL-03,Serveur,1,Rackable,2,DELL,PowerEdge R820,HLGZ7X1,140,"0,61",3.9,G2-D3,,,Singleton admin,DOIP,Déménagement,3,S1,2,,S1-2-,2,2,0,0,,4,2,2,,4,1,,1,,,,,,2FC,,Err :502,Err :502,Err :502,Err :502,Err :502,-2,Err :502,10.167.133.10,,"Eth0(10.167.133.10), eth1(10.167.5.10)","Créer un bond0 avec eth0 et eth1, lui affecter l'ip  10.167.133.10. Ajouter le vlan1505(10.167.5.10) taggé sur le port du switch et le bond0"
140,TPB -1,DIVERS 1,H-RH-03,Serveur,1,Rackable,2,DELL,PowerEdge R820,HM1D5Y1,170,"0,74",D.39,G2-D3,∞,,Cluster admin,DOIP,Déménagement,3,S1,2,,S1-2-,2,8,2,2,,4,4,4,,4,1,,1,,,,,,8FC,,Err :502,Err :502,Err :502,Err :502,Err :502,-8,Err :502,10.167.129.93,,Je ne peux pas m'authentifier sur la machine,?
141,TPB -1,DIVERS 1,LOG-03,Serveur,1,Rackable,2,DELL,PowerEdge R710,B6FXD5J,197,"0,86",3.9,G2-D3,,,Singleton admin,DOIP,Déménagement,3,S1,2,,S1-2-,0,0,0,0,,4,1,2,,4,1,,1,,,,,,,,Err :502,Err :502,Err :502,Err :502,Err :502,Err :502,Err :502,10.167.130.15,,Eth0(10.167.130.15),"Créer un bond0 avec eth0 et eth1, lui affecter l'ip  10.167.130.15"
142,TPB -1,DIVERS 1,ME-CTRL-01,Serveur,1,Rackable,4,DELL,PowerEdge R900,4QYH34J,770,"3,35",,,,,Stock,DOIP,Déménagement,4,Stock,,,Stock--,2,2,2,0,,4,1,0,,4,0,,0,,,,,,1FC,1FC,Err :502,Err :502,Err :502,Err :502,Err :502,-1,-1,-,,???,Stocker
143,TPB -1,DIVERS 1,ME-CTRL-02,Serveur,1,Rackable,4,DELL,PowerEdge R900,1QYH34J,770,"3,35",,,,,Stock,DOIP,Déménagement,4,Stock,,,Stock--,2,2,2,0,,4,3,0,,4,0,,0,,,,,,1FC,1FC,Err :502,Err :502,Err :502,Err :502,Err :502,-1,-1,-,,???,Stocker
144,TPB -1,DIVERS 1,MELANISSIMO-01,Serveur,1,Rackable,2,DELL,PowerEdge 2950,6BNSZ2J,350,"1,52",3.9,G2-D3,,,Singleton Messagerie,DOIP,A dégager,0,,,,--,0,0,0,0,,4,1,0,,2,0,,0,2RJ,,,,,,,2,Err :502,Err :502,Err :502,Err :502,Err :502,Err :502,10.167.124.201,,,Déclasser
145,TPB -1,DIVERS 1,PNE-EOLE-01,Serveur,1,Rackable,1,DELL,PowerEdge R610,8G2LR4J,150,"0,65",3.9,G2-D2,∞,,Cluster admin,DOIP,Déménagement,4,Stock,,,Stock--,0,0,0,0,,4,1,0,,4,0,,0,,,,,,,,Err :502,Err :502,Err :502,Err :502,Err :502,Err :502,Err :502,10.167.66.3,,,Stocker
146,TPB -1,DIVERS 1,PNE-EOLE-03,Serveur,1,Rackable,2,DELL,PowerEdge R710,H5QX75J,180,"0,78",3.9,G2-D3,,,Singleton admin,DOIP,Déménagement,4,Stock,2,,Stock-2-,0,0,0,0,,4,2,0,,4,1,,0,,,,,,,,Err :502,Err :502,Err :502,Err :502,Err :502,Err :502,Err :502,10.167.66.9,,,Stocker
147,TPB -1,DIVERS 1,PROXYAUTH-03,Serveur,1,Rackable,2,DELL,PowerEdge R710,7SQH05J,200,"0,87",3.9,G2-D3,∞,,Cluster admin,DOIP,Déménagement,4,S1,1,,S1-1-,0,0,0,0,,4,2,2,,4,1,,1,,,,,,,,Err :502,Err :502,Err :502,Err :502,Err :502,Err :502,Err :502,10.167.160.101,,Eth0(10.167.160.101),"Créer un bond0 avec eth0 et eth1, lui affecter l'ip  10.167.160.101"
148,TPB -1,DIVERS 1,PROXYPRO-01,Serveur,1,Rackable,2,DELL,PowerEdge R710,B6XX75J,200,"0,87",3.9,G2-D3,∞,,Cluster admin,DOIP,Déménagement,4,S1,1,,S1-1-,0,0,0,0,,4,2,2,,4,1,,1,,,,,,,,Err :502,Err :502,Err :502,Err :502,Err :502,Err :502,Err :502,10.167.161.121,,"bond0(eth0-eth1, 10.167.161.121) +vlan1662(10.167.162.121)",Déménagement en l'état
149,TPB -1,DIVERS 1,PUPPETDASHBOARD-01,Serveur,1,Rackable,1,DELL,PowerEdge R610,D8FT75J,152,"0,66",3.9,G2-D3,,,Singleton admin,DOIP,Déménagement,3,S1,2,,S1-2-,0,0,0,0,,4,1,2,,4,0,,1,,,,,,,,Err :502,Err :502,Err :502,Err :502,Err :502,Err :502,Err :502,10.167.130.34,,Eth0(10.167.130.34),"Créer un bond0 avec eth0 et eth1, lui affecter l'ip  10.167.130.34"
150,TPB -1,DIVERS 1,SAFEWORLD,Serveur,1,Rackable,2,DELL,PowerEdge 2950,DXLM03J,350,"1,52",,,,,Singleton admin,DOIP,Déménagement,3,S1,2,,S1-2-,0,0,0,0,,2,2,1,,2,0,,0,,,,,,,,Err :502,Err :502,Err :502,Err :502,Err :502,Err :502,Err :502,10.167.156.3,,Windows2008R2,Déménagement en l'état
151,TPB -1,DIVERS 1,VMAC-01,Serveur,1,Rackable,2,DELL,PowerEdge 2950,5P3DW3J,350,"1,52",D.39,G2-D2,,,bureautique,DOIP/ATL,Déménagement,4,S1,3,,S1-3-,0,0,0,0,,4,1,2,,2,0,,0,,,2RJ,,,,,Err :502,Err :502,2,Err :502,Err :502,Err :502,Err :502,10.167.163.113,,Connection time out – ICMP NOK,?
152,TPB -1,DNS RIE,CEPH-ADMIN,Serveur,1,Rackable,2,DELL,PowerEdge R730,G7KWF82,112,,,,,,Ceph,DOIP,Déménagement,4,S1,2,,S1-2-,0,0,0,0,,8,0,2,4,4,1,,1,,,,,2RJ,,2RJ,Err :502,Err :502,Err :502,Err :502,2,Err :502,2,10.167.0.90,,Je ne peux pas m'authentifier sur la machine,?
153,TPB -1,DNS RIE,CEPH-MON-00,Serveur,1,Rackable,2,DELL,PowerEdge R730,6LB3J82,193,,,,,,Ceph,DOIP,Déménagement,4,S2,1,4,S2-1-4,0,0,0,0,,8,0,2,4,4,1,,1,,,,,2RJ,,2RJ,Err :502,Err :502,Err :502,Err :502,2,Err :502,2,-,,,?
154,TPB -1,DNS RIE,CEPH-MON-01,Serveur,1,Rackable,2,DELL,PowerEdge R730,6L73J82,196,,,,,,Ceph,DOIP,Déménagement,4,S1,1,,S1-1-,0,0,0,0,,8,0,2,4,4,1,,1,,,,,2RJ,,2RJ,Err :502,Err :502,Err :502,Err :502,2,Err :502,2,-,,?,?
155,TPB -1,DNS RIE,CEPH-MON-02,Serveur,1,Rackable,2,DELL,PowerEdge R730,6LF3J82,196,,,,,,Ceph,DOIP,Déménagement,4,S1,2,,S1-2-,0,0,0,0,,8,0,2,4,4,1,,1,,,,,2RJ,,2RJ,Err :502,Err :502,Err :502,Err :502,2,Err :502,2,-,,?,?
156,TPB -1,DNS RIE,CEPH-OSD-00,Serveur,1,Rackable,2,DELL,PowerEdge R730xd,20D3J82,,,,,,,Ceph,DOIP,Déménagement,4,S2,1,4,S2-1-4,0,0,0,0,,8,0,2,4,4,1,,1,,,,2RJ,,2RJ,,Err :502,Err :502,Err :502,2,Err :502,2,Err :502,-,,,?
157,TPB -1,DNS RIE,CEPH-OSD-01,Serveur,1,Rackable,2,DELL,PowerEdge R730xd,20J3J82,,,,,,,Ceph,DOIP,Déménagement,4,S1,1,,S1-1-,0,0,0,0,,8,0,2,4,4,1,,1,,,,2RJ,,2RJ,,Err :502,Err :502,Err :502,2,Err :502,2,Err :502,-,,?,?
158,TPB -1,DNS RIE,CEPH-OSD-02,Serveur,1,Rackable,2,DELL,PowerEdge R730xd,20H3J82,,,,,,,Ceph,DOIP,Déménagement,4,S1,2,,S1-2-,0,0,0,0,,8,0,2,4,4,1,,1,,,,2RJ,,2RJ,,Err :502,Err :502,Err :502,2,Err :502,2,Err :502,-,,?,?
159,TPB -1,DNS RIE,H-DNSRIE-CACHEPUB-PARIS01,Serveur,1,Rackable,2,DELL,PowerEdge R720,FYXCJ32,98,"0,43",,,∞,,Cluster admin,DOIP,Déménagement,4,S1,1,,S1-1-,1,1,0,0,,8,2,2,,4,1,,1,,,,,,1FC,4RJ,Err :502,Err :502,Err :502,Err :502,Err :502,-1,4,10.167.129.23,,bond0(eth0-eth1) +vlan1661+vlan1662,Déménagement en l'état
160,TPB -1,DNS RIE,H-DNSRIE-MINISTERIEL-PARIS01,Serveur,1,Rackable,2,DELL,PowerEdge R720,7WXCJ32,98,"0,43",,,∞,,Cluster admin,DOIP,Déménagement,4,S1,1,,S1-1-,1,1,0,0,,8,2,2,,4,1,,1,,,,,,1FC,4RJ,Err :502,Err :502,Err :502,Err :502,Err :502,-1,4,10.167.129.27,,"bond0(eth0-eth1,10.167.129.27)",Déménagement en l'état
161,TPB -1,DNS RIE,H-DNSRIE-MINISTERIEL-PARIS02,Serveur,1,Rackable,2,DELL,PowerEdge R720,30YCJ32,98,"0,43",,,∞,,Cluster admin,DOIP,Déménagement,2,S2,1,5,S2-1-5,1,1,0,0,,8,2,2,,4,1,,1,,,,,,1FC,4RJ,Err :502,Err :502,Err :502,Err :502,Err :502,-1,4,10.167.129.28,,Eth0(10.167.129.28),"Créer un bond0 avec eth0 et eth1, lui affecter l'ip  10.167.129.28 - Fait"
162,TPB -1,DNS RIE,H-DNSRIE-PUBLIC-PARIS01,Serveur,1,Rackable,2,DELL,PowerEdge R720,71YCJ32,98,"0,43",,,∞,,Cluster admin,DOIP,Déménagement,4,S1,1,,S1-1-,1,1,0,0,,8,2,2,,4,1,,1,,,,,,1FC,4RJ,Err :502,Err :502,Err :502,Err :502,Err :502,-1,4,10.167.129.21,,"bond0(eth0-eth1,10.167.129.21)",Déménagement en l'état
163,TPB -1,DNS RIE,H-DNSRIE-PUBLIC-PARIS02,Serveur,1,Rackable,2,DELL,PowerEdge R720,9XXCJ32,98,"0,43",,,∞,,Cluster admin,DOIP,Déménagement,2,S2,1,5,S2-1-5,1,1,0,0,,8,2,2,,4,1,,1,,,,,,1FC,4RJ,Err :502,Err :502,Err :502,Err :502,Err :502,-1,4,10.167.129.22,,"bond0(eth0-eth1,10.167.129.22)",Déménagement en l'état
164,TPB -1,DNS RIE,H-DNSRIE-SOA-PARIS01,Serveur,1,Rackable,2,DELL,PowerEdge R720,DZXCJ32,98,"0,43",,,,,Singleton admin,DOIP,Déménagement,3,S1,2,,S1-2-,1,1,0,0,,8,2,2,,4,1,,1,,,,,,1FC,4RJ,Err :502,Err :502,Err :502,Err :502,Err :502,-1,4,10.167.129.25,,"bond0(eth0-eth1,10.167.129.25)",Déménagement en l'état
165,TPB -1,DNS RIE,H-DNSRIE-SOAPUB-PARIS01,Serveur,1,Rackable,2,DELL,PowerEdge R720,F0YCJ32,98,"0,43",,,,,Singleton admin,DOIP,Déménagement,3,S1,2,,S1-2-,1,1,0,0,,8,2,2,,4,1,,1,,,,,,1FC,4RJ,Err :502,Err :502,Err :502,Err :502,Err :502,-1,4,10.167.129.26,,Eth0(10.167.129.26),"Créer un bond0 avec eth0 et eth1, lui affecter l'ip  10.167.129.26 – Fait"
166,TPB -1,DNS RIE,H-FWRIE-MINISTERIEL-PARIS01,Serveur,1,Rackable,2,DELL,PowerEdge R720,C2YCJ32,98,"0,43",,,∞,,Cluster admin,DOIP,Déménagement,4,S1,1,,S1-1-,1,1,0,0,,8,2,2,,4,1,,1,,,,,,1FC,4RJ,Err :502,Err :502,Err :502,Err :502,Err :502,-1,4,10.167.129.29,,"bond0(eth0-eth1,10.167.129.29)",Déménagement en l'état
167,TPB -1,DNS RIE,H-FWRIE-MINISTERIEL-PARIS02,Serveur,1,Rackable,2,DELL,PowerEdge R720,3YXCJ32,98,"0,43",,,∞,,Cluster admin,DOIP,Déménagement,2,S2,1,5,S2-1-5,1,1,0,0,,8,2,2,,4,1,,1,,,,,,1FC,4RJ,Err :502,Err :502,Err :502,Err :502,Err :502,-1,4,10.167.129.30,,Eth0(10.167.129.30),"Créer un bond0 avec eth0 et eth1, lui affecter l'ip  10.167.129.30 – Fait"
168,TPB -1,DON 1,DS4500 /1,Baie de disques,8,Rackable,24,IBM,DS4500,,3279,"14,26",,,,,Stockage IBM,DOIP,A dégager,0,,,,--,0,0,0,0,,2,0,0,,2,,,0,,,,,,,,Err :502,Err :502,Err :502,Err :502,Err :502,Err :502,Err :502,10.167.129.57,,,Déclasser
169,TPB -1,DON 1,fabric1-03,SAN,1,Rackable,2,Brocade,5300,,,,,,∞,,Commutateur SAN,DOIP,Déménagement,4,Stock,,,Stock--,0,0,0,0,,1,,0,,1,,,0,,,,,,,,Err :502,Err :502,Err :502,Err :502,Err :502,Err :502,Err :502,10.167.129.45,,,Stocker
170,TPB -1,DON 1,fabric2-01,SAN,1,Rackable,2,Brocade,5300,,,,,,∞,,Commutateur SAN,DOIP,Déménagement,4,Stock,,,Stock--,0,0,0,0,,1,,0,,1,,,0,,,,,,,,Err :502,Err :502,Err :502,Err :502,Err :502,Err :502,Err :502,10.167.129.42,,,Stocker
171,TPB -1,DON 1,REHCTRL-01,Contrôleur,1,Rackable,4,IBM,DS4500,,230,"1,00",,,,,Stockage IBM,DOIP/DOIF,A dégager,0,,,,--,0,0,8,8,,2,2,0,,2,,,0,,,,,,,,Err :502,Err :502,Err :502,Err :502,Err :502,Err :502,Err :502,10.167.129.57,,,Déclasser
172,TPB -1,DON 1,rehsan1,SAN,1,Rackable,1,Brocade,4100,,,,,,∞,,Commutateur SAN,DOIP,A dégager,0,,,,--,0,0,0,0,,1,,0,,1,,,0,,,,,,,,Err :502,Err :502,Err :502,Err :502,Err :502,Err :502,Err :502,10.167.129.51,,,Déclasser
173,TPB -1,DON 1,rehsan2,SAN,1,Rackable,1,Brocade,4100,,,,,,∞,,Commutateur SAN,DOIP,A dégager,0,,,,--,0,0,0,0,,1,,0,,1,,,0,,,,,,,,Err :502,Err :502,Err :502,Err :502,Err :502,Err :502,Err :502,10.167.129.52,,,Déclasser
174,TPB -1,DON 2,DS4500 /2,Baie de disques,8,Rackable,24,IBM,DS4500,,390,"1,70",,,,,Stockage IBM,DOIP,A dégager,0,,,,--,0,0,0,0,,2,0,0,,2,,,0,,,,,,,,Err :502,Err :502,Err :502,Err :502,Err :502,Err :502,Err :502,10.167.128.58,,,Déclasser
175,TPB -1,DON 2,fabric1-62,SAN,1,Rackable,2,Brocade,6520,,,,,,∞,,Commutateur SAN,DOIP,Déménagement,4,S1,0,,S1-0-,0,0,0,0,,1,1,1,,1,,,,,,,,,,,Err :502,Err :502,Err :502,Err :502,Err :502,Err :502,Err :502,10.167.129.62,,Je ne peux pas m'authentifier sur la machine,?
176,TPB -1,DON 2,fabric2-02,SAN,1,Rackable,2,Brocade,5300,,,,,,∞,,Commutateur SAN,DOIP,Déménagement,4,Stock,,,Stock--,0,0,0,0,,1,,0,,1,,,0,,,,,,,,Err :502,Err :502,Err :502,Err :502,Err :502,Err :502,Err :502,10.167.129.44,,,Stocker
177,TPB -1,DON 2,fabric2-64,SAN,1,Rackable,2,Brocade,6520,,,,,,∞,,Commutateur SAN,DOIP,Déménagement,4,S1,0,,S1-0-,0,0,0,0,,1,1,1,,1,,,,,,,,,,,Err :502,Err :502,Err :502,Err :502,Err :502,Err :502,Err :502,10.167.129.64,,Je ne peux pas m'authentifier sur la machine,?
178,TPB -1,DON 2,REHCTRL-02,Contrôleur,1,Rackable,4,IBM,DS4500,,230,"1,00",,,,,Stockage IBM,DOIP/DOIF,A dégager,0,,,,--,0,0,8,8,,2,2,0,,2,,,0,,,,,,,,Err :502,Err :502,Err :502,Err :502,Err :502,Err :502,Err :502,10.167.128.58,,,Déclasser
179,TPB -1,DON 3,APS ONDULEUR,Onduleur,1,Rackable,2,APC,SMT2200RMI2U,,100,"0,43",,,,,Stockage Pillar,DOIP,Déménagement,4,S1,1,1,S1-1-1,0,0,0,0,,1,0,0,,1,,,0,,,,,,,,Err :502,Err :502,Err :502,Err :502,Err :502,Err :502,Err :502,-,,?,Déménagement en l'état
180,TPB -1,DON 3,APS ONDULEUR,Onduleur,1,Rackable,2,APC,SMT2200RMI2U,,100,"0,43",,,,,Stockage Pillar,DOIP,Déménagement,4,S1,1,1,S1-1-1,0,0,0,0,,1,0,0,,1,,,0,,,,,,,,Err :502,Err :502,Err :502,Err :502,Err :502,Err :502,Err :502,-,,?,Déménagement en l'état
181,TPB -1,DON 3,"PILLAR – Pilot, Slammer, Brick 01-14",Baie de disques,16,Rackable,33,PILLAR,Axiom 600,,5908,"25,69",,,∞,,Stockage Pillar,DOIP,Déménagement,4,S1,1,1,S1-1-1,0,0,4,4,,3,2,2,,3,0,,,,,,,,,,Err :502,Err :502,Err :502,Err :502,Err :502,Err :502,Err :502,10.167.0.5,San-01,Je ne peux pas m'authentifier sur la machine,?
182,TPB -1,DON-04,APC ONDULEUR,Onduleur,1,Rackable,2,APC,SMT2200RMI2U,,100,"0,43",,,,,Stockage Pillar,DOIP,Déménagement,1,S2,1,1,S2-1-1,0,0,0,0,,1,0,0,,1,,,0,,,,,,,,Err :502,Err :502,Err :502,Err :502,Err :502,Err :502,Err :502,-,,?,?
183,TPB -1,DON-04,APC ONDULEUR,Onduleur,1,Rackable,2,APC,SMT2200RMI2U,,100,"0,43",,,,,Stockage Pillar,DOIP,Déménagement,1,S2,1,1,S2-1-1,0,0,0,0,,1,0,0,,1,,,0,,,,,,,,Err :502,Err :502,Err :502,Err :502,Err :502,Err :502,Err :502,-,,?,?
184,TPB -1,DON-04,"PILLAR – Pilot, Slammer, Brick 01-14",Baie de disques,16,Rackable,33,PILLAR,Axiom 600,,5908,"25,69",,,∞,,Stockage Pillar,DOIP,Déménagement,1,S2,1,1,S2-1-1,0,0,4,4,,3,2,2,,3,0,,,,,,,,,,Err :502,Err :502,Err :502,Err :502,Err :502,Err :502,Err :502,10.167.0.6,San-02,Je ne peux pas m'authentifier sur la machine,?
185,TPB -1,E02,VMAX 1,Baie Ecomouv,1,,42,,,,,,,,,,Singleton DG,DGITM,Déménagement,1,Stock,,,Stock--,,,,0,,,,0,,,,,0,,,,,,,,Err :502,Err :502,Err :502,Err :502,Err :502,Err :502,Err :502,,,,
186,TPB -1,E03,VMAX 2,Baie Ecomouv,1,,42,,,,,,,,,,Singleton DG,DGITM,Déménagement,1,Stock,,,Stock--,,,,0,,,,0,,,,,0,,,,,,,,Err :502,Err :502,Err :502,Err :502,Err :502,Err :502,Err :502,,,,
187,TPB -1,E04,VMAX 3,Baie Ecomouv,1,,42,,,,,,,,,,Singleton DG,DGITM,Déménagement,1,Stock,,,Stock--,,,,0,,,,0,,,,,0,,,,,,,,Err :502,Err :502,Err :502,Err :502,Err :502,Err :502,Err :502,,,,
188,TPB -1,ETAGERES,ASTREINTE,Micro,1,Tour,0,HP,,CZC732189N,,"0,00",,,,,Singleton admin,DOIP,A virtualiser,0,,,,--,0,0,0,0,,1,1,0,,1,,,0,,,,,,,,Err :502,Err :502,Err :502,Err :502,Err :502,Err :502,Err :502,10.166.136.136,,,Virtualiser et déclasser
189,TPB -1,ETAGERES,CGDD-01,Serveur,1,Tour,0,DELL,PowerEdge 2800,6KQD72J,320,"1,39",,,,,Singleton DG,CGDD,A dégager,0,,,,--,0,0,0,0,,2,1,0,,2,,,0,,,,,,,,Err :502,Err :502,Err :502,Err :502,Err :502,Err :502,Err :502,-,,,Déclasser
190,TPB -1,ETAGERES,CGDD-02,Serveur,1,Tour,0,DELL,PowerEdge 2800,4ZDJY1J,320,"1,39",,,,,Singleton DG,CGDD,Transfert interne,3,TPB -2,,,TPB -2--,0,0,0,0,,2,1,,,2,,,,,,,,,,,Err :502,Err :502,Err :502,Err :502,Err :502,Err :502,Err :502,-,,?,?
191,TPB -1,ETAGERES,CGDD-03,Serveur,1,Tour,0,DELL,PowerEdge 2800,9JZ9Y1J,320,"1,39",,,,,Singleton DG,CGDD,Transfert interne,3,TPB -2,,,TPB -2--,0,0,0,0,,2,1,,,2,,,,,,,,,,,Err :502,Err :502,Err :502,Err :502,Err :502,Err :502,Err :502,-,,?,?
192,TPB -1,ETAGERES,CGEDD - APPLI RESERVATION,Micro,1,Tour,0,HP,Sempron,CZC0368W2M,,"0,00",,,,,Singleton DG,CGEDD,A virtualiser,0,,,,--,0,0,0,0,,1,1,0,,1,,,0,,,,,,,,Err :502,Err :502,Err :502,Err :502,Err :502,Err :502,Err :502,-,,,Virtualiser et déclasser
193,TPB -1,ETAGERES,CGEDD – CGPC – SIMP,Micro,1,Tour,0,HP,Sempron,CZC9446C1Y,,"0,00",,,,,Singleton DG,CGEDD,A virtualiser,0,,,,--,0,0,0,0,,1,1,0,,1,,,0,,,,,,,,Err :502,Err :502,Err :502,Err :502,Err :502,Err :502,Err :502,-,,,Virtualiser et déclasser
194,TPB -1,ETAGERES,CGEDD-FICHIER1,Serveur,1,Tour,0,DELL,PowerEdge T610,1FZ4Y4J,143,"0,62",,,,,Singleton DG,CGEDD,Déménagement,3,S1,3,,S1-3-,0,0,0,0,,2,1,1,,2,,,,,,,,,,,Err :502,Err :502,Err :502,Err :502,Err :502,Err :502,Err :502,-,,,?
195,TPB -1,ETAGERES,CGEDD-SBL-CGEDD-01,Serveur,1,Tour,0,DELL,PowerEdge 1800,5J73S1J,650,"2,83",,,,,Singleton DG,CGEDD,A virtualiser,0,,,,--,0,0,0,0,,1,1,0,,1,,,0,,,,,,,,Err :502,Err :502,Err :502,Err :502,Err :502,Err :502,Err :502,-,,,Déclasser
196,TPB -1,ETAGERES,CHLORE,Serveur,1,Tour,0,IBM,Pserie 630 ( 7028-6E4),XDU-6E4-FF81A,330,"1,43",,,,,Singleton admin,DOIP,A dégager,0,,,,--,0,0,0,0,,2,1,0,,2,,,0,,,,,,,,Err :502,Err :502,Err :502,Err :502,Err :502,Err :502,Err :502,10.167.133.4,,,Déclasser
197,TPB -1,ETAGERES,DC-NT-DGITM-HORUS,Serveur,1,Tour,0,DELL,PowerEdge T610,4YS0M4J,150,"0,65",,,,,Singleton DG,DGITM,Déménagement,3,S1,3,,S1-3-,0,0,0,0,,2,1,1,,2,,,,,,,,,,,Err :502,Err :502,Err :502,Err :502,Err :502,Err :502,Err :502,-,,,?
198,TPB -1,ETAGERES,DC-NT-DGITM-SIG,Serveur,1,Tour,0,DELL,PowerEdge T610,JNVPV4J,156,"0,68",,,,,Singleton DG,DGITM,Déménagement,3,S1,3,,S1-3-,0,0,0,0,,2,1,1,,2,,,,,,,,,,,Err :502,Err :502,Err :502,Err :502,Err :502,Err :502,Err :502,-,,,?
199,TPB -1,ETAGERES,DGALN / DATA3,Serveur,1,Tour,0,DELL,PowerEdge 2900,BBS1H2J,930,"4,04",,,,,Singleton DG,DGALN,A virtualiser,0,,,,--,0,0,0,0,,2,1,0,,2,,,0,,,,,,,,Err :502,Err :502,Err :502,Err :502,Err :502,Err :502,Err :502,-,,,Virtualiser et déclasser
200,TPB -1,ETAGERES,DGALN / UC – INTRA,Micro,1,Tour,0,HP,Sempron,CCZC944517H,,"0,00",,,,,Singleton DG,DGALN,A virtualiser,0,,,,--,0,0,0,0,,1,1,0,,1,,,0,,,,,,,,Err :502,Err :502,Err :502,Err :502,Err :502,Err :502,Err :502,-,,,Virtualiser et déclasser
201,TPB -1,ETAGERES,DGUHC-APP2 (DGALN),Serveur,1,Tour,0,DELL,PowerEdge 2900,8BS1H2J,930,"4,04",,,,,Singleton DG,DGALN,A virtualiser,0,,,,--,0,0,0,0,,1,1,0,,1,,,0,,,,,,,,Err :502,Err :502,Err :502,Err :502,Err :502,Err :502,Err :502,-,,,Virtualiser et déclasser
202,TPB -1,ETAGERES,DGUHC-DEV1 (DGALN),Serveur,1,Tour,0,DELL,PowerEdge 2900,9BS1H2J,930,"4,04",,,,,Singleton DG,DGALN,A virtualiser,0,,,,--,0,0,0,0,,1,1,0,,1,,,0,,,,,,,,Err :502,Err :502,Err :502,Err :502,Err :502,Err :502,Err :502,-,,,Virtualiser et déclasser
