ID,Localisation,Rack,Nom du matériel,Type,Nb Elts,Architecture,U,MARQUE,MODELE,numéro de série,"CONSO(Watt)",I,"PDUOndulé","PDUNormal",cluster,critique,domaine,gestion,Action,Phase,Salle,Îlot,Baie,Id-baie,"FCTotal","FCCalculé","FCUtilisé","FCFutur","RJ45Total","RJ45Calculé","RJ45Utilisé","RJ45Futur","10GbpsFutur","RJ45CM","IPMI Dédié","IPMIUtilisé","IPMIFutur",Slot 1,Slot 2,Slot 3,Slot 4,Slot 5,Slot 6,Slot 7,,,,,,,,IP,"Hostname <> Machine",Etat configuration réseau,Actions conf réseau à mener
339,TPB -1,Stock,H-ORACLE-03,Serveur,1,Rackable,2,DELL,PowerEdge R730,78D2J82,,,,,∞,,Cluster admin,DOIP,Déménagement,4,S1,,,S1--,0,0,0,2,,4,,4,,4,,,1,,,,,,,,Err :502,Err :502,Err :502,Err :502,Err :502,Err :502,Err :502,-,,?,Déménagement en l'état
340,TPB -1,Stock,H-ORACLE-03,Serveur,1,Rackable,2,DELL,PowerEdge R730,7B03J82,,,,,∞,,Cluster admin,DOIP,Déménagement,4,S1,,,S1--,0,0,0,2,,4,,4,,4,,,1,,,,,,,,Err :502,Err :502,Err :502,Err :502,Err :502,Err :502,Err :502,-,,?,Déménagement en l'état
341,TPB -1,Stock,H-ORACLE-04,Serveur,1,Rackable,2,DELL,PowerEdge R730,78F0J82,,,,,∞,,Cluster admin,DOIP,Déménagement,2,S2,1,4,S2-1-4,0,0,0,2,,4,,4,,4,,,1,,,,,,,,Err :502,Err :502,Err :502,Err :502,Err :502,Err :502,Err :502,-,,?,Déménagement en l'état
342,TPB -1,Stock,H-RECETTE-02,Serveur,1,Rackable,2,DELL,PowerEdge R730,79Z3J82,,,,,∞,,Cluster admin,DOIP,Déménagement,2,S2,1,4,S2-1-4,0,0,0,2,,4,,6,,4,,,1,,,,,,,,Err :502,Err :502,Err :502,Err :502,Err :502,Err :502,Err :502,-,,?,Déménagement en l'état
343,TPB -1,Stock,H-RECETTE-04,Serveur,1,Rackable,2,DELL,PowerEdge R730,7B12J82,,,,,,,Cluster admin,DOIP,Déménagement,2,S2,1,4,S2-1-4,0,0,0,2,,4,,6,,4,,,1,,,,,,,,Err :502,Err :502,Err :502,Err :502,Err :502,Err :502,Err :502,-,,?,?
344,TPB -1,Stock,HP HELION / CONTROLEUR,Serveur,1,Rackable,2,DELL,PowerEdge R730,6GL3J82,,,,,,,HP Helion,DOIP,Déménagement,4,S1,1,,S1-1-,0,0,0,0,,4,,2,4,4,,,1,,,,,,,,Err :502,Err :502,Err :502,Err :502,Err :502,Err :502,Err :502,-,,?,?
345,TPB -1,Stock,HP HELION / CONTROLEUR (Tony),Serveur,1,Rackable,2,DELL,PowerEdge R730,6GL0J82,,,,,,,HP Helion,DOIP,Déménagement,4,S2,1,4,S2-1-4,0,0,0,0,,4,,2,4,4,,,1,,,,,,,,Err :502,Err :502,Err :502,Err :502,Err :502,Err :502,Err :502,-,,,?
346,TPB -1,Stock,HP HELION / CONTROLEUR (Tony),Serveur,1,Rackable,2,DELL,PowerEdge R730,6GM0J82,,,,,,,HP Helion,DOIP,Déménagement,4,S1,2,,S1-2-,0,0,0,0,,4,,2,4,4,,,1,,,,,,,,Err :502,Err :502,Err :502,Err :502,Err :502,Err :502,Err :502,-,,?,?
347,TPB -1,Stock,HP HELION / SEED (Tony),Serveur,1,Rackable,2,DELL,PowerEdge R730,G7HBC72,,,,,,,HP Helion,DOIP,Déménagement,4,S1,2,,S1-2-,0,0,0,0,,4,,2,4,4,,,1,,,,,,,,Err :502,Err :502,Err :502,Err :502,Err :502,Err :502,Err :502,-,,?,?
348,TPB -1,Stock,HP HELION COMPUTE NODE,Serveur,1,Rackable,2,DELL,PowerEdge R730,21C3J82,,,,,,,HP Helion,DOIP,Déménagement,4,S1,1,,S1-1-,0,0,0,0,,4,,2,4,4,,,1,,,,,,,,Err :502,Err :502,Err :502,Err :502,Err :502,Err :502,Err :502,-,,?,?
349,TPB -1,Stock,HP HELION COMPUTE NODE (Tony),Serveur,1,Rackable,2,DELL,PowerEdge R730,21B1J82,,,,,,,HP Helion,DOIP,Déménagement,4,S2,1,4,S2-1-4,0,0,0,0,,4,,2,4,4,,,1,,,,,,,,Err :502,Err :502,Err :502,Err :502,Err :502,Err :502,Err :502,-,,,?
350,TPB -1,Stock,HP HELION COMPUTE NODE (Tony),Serveur,1,Rackable,2,DELL,PowerEdge R730,21D2J82 ,,,,,,,HP Helion,DOIP,Déménagement,4,S1,2,,S1-2-,0,0,0,0,,4,,2,4,4,,,1,,,,,,,,Err :502,Err :502,Err :502,Err :502,Err :502,Err :502,Err :502,-,,?,?
351,TPB -1,Stock,HP HELION SERVICE NODE,Serveur,1,Rackable,2,DELL,PowerEdge R730xd,24J2J82,,,,,,,HP Helion,DOIP,Déménagement,4,S1,1,,S1-1-,0,0,0,0,,4,,2,4,4,,,1,,,,,,,,Err :502,Err :502,Err :502,Err :502,Err :502,Err :502,Err :502,-,,?,?
352,TPB -1,Stock,HP HELION SERVICE NODE (Tony),Serveur,1,Rackable,2,DELL,PowerEdge R730xd,24H3J82,,,,,,,HP Helion,DOIP,Déménagement,4,S2,1,4,S2-1-4,0,0,0,0,,4,,2,4,4,,,1,,,,,,,,Err :502,Err :502,Err :502,Err :502,Err :502,Err :502,Err :502,-,,,?
353,TPB -1,Stock,HP HELION SERVICE NODE (Tony),Serveur,1,Rackable,2,DELL,PowerEdge R730xd,7JLYH82,,,,,,,HP Helion,DOIP,Déménagement,4,S1,2,,S1-2-,0,0,0,0,,4,,2,4,4,,,1,,,,,,,,Err :502,Err :502,Err :502,Err :502,Err :502,Err :502,Err :502,-,,?,?
354,TPB -1,Stock,HS (pour pièces),Serveur,1,Rackable,1,DELL,PowerEdge R610,GX6M15J,,,,,,,Stock,DOIP,Déménagement,4,Stock,,,Stock--,0,0,0,0,,4,,0,,4,,,0,,,,,,,,Err :502,Err :502,Err :502,Err :502,Err :502,Err :502,Err :502,-,,,Stocker
355,TPB -1,Stock,HS (pour pièces),Serveur,1,Rackable,1,DELL,PowerEdge R610,82F925J,,,,,,,Stock,DOIP,Déménagement,4,Stock,,,Stock--,0,0,0,0,,4,,0,,4,,,0,,,,,,,,Err :502,Err :502,Err :502,Err :502,Err :502,Err :502,Err :502,-,,,Stocker
356,TPB -1,Stock,HS (pour pièces),Serveur,1,Rackable,1,DELL,PowerEdge R610,2643H4J,,,,,,,Stock,DOIP,Déménagement,4,Stock,,,Stock--,0,0,0,0,,4,,0,,4,,,0,,,,,,,,Err :502,Err :502,Err :502,Err :502,Err :502,Err :502,Err :502,-,,,Stocker
357,TPB -1,Stock,HS (pour pièces),Serveur,1,Rackable,2,DELL,PowerEdge R810,24Y6X4J,,,,,,,Stock,DOIP,Déménagement,4,Stock,,,Stock--,0,0,0,0,,4,,0,,4,,,0,,,,,,,,Err :502,Err :502,Err :502,Err :502,Err :502,Err :502,Err :502,-,,,Stocker
358,TPB -1,Stock,LAME BLADE,Lame,1,Rackable,0,DELL,M610,CZ6C05J,,,,,,,Stock,DOIP,Déménagement,4,Stock,,,Stock--,0,0,0,0,,0,,0,,0,,,0,,,,,,,,Err :502,Err :502,Err :502,Err :502,Err :502,Err :502,Err :502,-,,,Stocker
359,TPB -1,Stock,LAME BLADE,Lame,1,Rackable,0,DELL,M610,DZ6C05J,,,,,,,Stock,DOIP,Déménagement,4,Stock,,,Stock--,0,0,0,0,,0,,0,,0,,,0,,,,,,,,Err :502,Err :502,Err :502,Err :502,Err :502,Err :502,Err :502,-,,,Stocker
360,TPB -1,Stock,NSS-03,Serveur,1,Rackable,2,DELL,PowerEdge R730,875HZ72,,,,,∞,,Cluster admin,DOIP,Déménagement,4,S1,,,S1--,0,0,0,0,,4,,2,,4,,,1,,,,,,,,Err :502,Err :502,Err :502,Err :502,Err :502,Err :502,Err :502,-,,?,Déménagement en l'état
361,TPB -1,Stock,NSS-04,Serveur,1,Rackable,2,DELL,PowerEdge R730,8768Z72,,,,,∞,,Cluster admin,DOIP,Déménagement,2,S2,1,4,S2-1-4,0,0,0,2,,4,,2,,4,,,1,,,,,,,,Err :502,Err :502,Err :502,Err :502,Err :502,Err :502,Err :502,-,,?,Déménagement en l'état
362,TPB -1,Stock,PROXYAUTH-01,Serveur,1,Rackable,2,DELL,PowerEdge R710,86XX75J,200,"0,87",3.9,G2-D3,∞,,Cluster admin,DOIP,Déménagement,4,Stock,,,Stock--,0,0,0,0,,4,2,0,,4,1,,0,,,,,,,,Err :502,Err :502,Err :502,Err :502,Err :502,Err :502,Err :502,10.167.160.121,,,Stocker
363,TPB -1,Stock,PROXYAUTH-02,Serveur,1,Rackable,2,DELL,PowerEdge R710,76XX75J,152,"0,66",,,∞,,Cluster admin,DOIP,Déménagement,4,Stock,,,Stock--,0,0,0,0,,4,2,0,,4,1,,0,,,,,,,,Err :502,Err :502,Err :502,Err :502,Err :502,Err :502,Err :502,10.167.160.126,,,Stocker
364,TPB -1,Stock,SERVEUR A RECYCLER,Serveur,1,Rackable,1,DELL,PowerEdge R610,5643H4J,,,,,,,Stock,DOIP,Déménagement,4,Stock,,,Stock--,0,0,0,0,,4,,0,,4,,,0,,,,,,,,Err :502,Err :502,Err :502,Err :502,Err :502,Err :502,Err :502,-,,,Stocker
365,TPB -1,Stock,SERVEUR A RECYCLER (CYRUS-14),Serveur,1,Rackable,4,DELL,PowerEdge R900,4NVTQ3J,,,,,,,Stock,DOIP,Déménagement,4,Stock,,,Stock--,0,0,0,0,,4,,0,,4,,,0,,,,,,,,Err :502,Err :502,Err :502,Err :502,Err :502,Err :502,Err :502,-,,,Stocker
366,TPB -1,Stock,Serveur de sauvegarde CGEDD,Serveur,1,Rackable,2,DELL,PowerEdge R730,,,,,,,,Singleton DG,DOIP,Déménagement,4,S1,,,S1--,0,0,0,0,,4,,,,4,,,,,,,,,,,Err :502,Err :502,Err :502,Err :502,Err :502,Err :502,Err :502,-,,?,?
367,TPB -1,Stock,STOCK ou DOMAINES,Serveur,1,Rackable,2,DELL,PowerEdge 2950,85QM03J,,,,,,,Stock,DOIP,Déménagement,4,Stock,,,Stock--,0,0,0,0,,2,,0,,2,,,0,,,,,,,,Err :502,Err :502,Err :502,Err :502,Err :502,Err :502,Err :502,-,,,Stocker
368,TPB -1,Stock,STOCK ou DOMAINES,Serveur,1,Rackable,4,DELL,PowerEdge R900,7NVTQ3J,,,,,,,Stock,DOIP,Déménagement,4,Stock,,,Stock--,0,0,0,0,,4,,0,,4,,,0,,,,,,,,Err :502,Err :502,Err :502,Err :502,Err :502,Err :502,Err :502,-,,,Stocker
369,TPB -1,Stock,STOCK ou DOMAINES,Serveur,1,Rackable,4,DELL,PowerEdge R900,3QYH34J,,,,,,,Stock,DOIP,Déménagement,4,Stock,,,Stock--,0,0,0,0,,4,,0,,4,,,0,,,,,,,,Err :502,Err :502,Err :502,Err :502,Err :502,Err :502,Err :502,-,,,Stocker
370,TPB -1,Stock,STOCK ou DOMAINES,Serveur,1,Rackable,4,DELL,PowerEdge R900,4QYH34J,,,,,,,Stock,DOIP,Déménagement,4,Stock,,,Stock--,0,0,0,0,,4,,0,,4,,,0,,,,,,,,Err :502,Err :502,Err :502,Err :502,Err :502,Err :502,Err :502,-,,,Stocker
371,TPB -1,VMBD1,EOLE-RELAIS-1,Serveur,1,Rackable,1,DELL,PowerEdge R410,6MPH05J,191,,,,∞,,Cluster admin,DOIP,Déménagement,3,S1,,,S1--,0,0,0,0,,2,2,2,,2,1,,1,,,,,,,,Err :502,Err :502,Err :502,Err :502,Err :502,Err :502,Err :502,-,,,?
372,TPB -1,VMBD1,EOLE-RELAIS-2,Serveur,1,Rackable,1,DELL,PowerEdge R410,4MPH05J,191,,,,∞,,Cluster admin,DOIP,Déménagement,3,S1,,,S1--,0,0,0,0,,2,2,2,,2,1,,1,,,,,,,,Err :502,Err :502,Err :502,Err :502,Err :502,Err :502,Err :502,-,,,?
373,TPB -1,VMBD1,H-DEV-01,Serveur,1,Rackable,2,DELL,PowerEdge 2950,95QM03J,350,"1,52",,,∞,,Cluster admin,DOIP,Déménagement,4,S1,2,,S1-2-,2,2,2,2,,6,4,4,,2,0,,0,2FC,2RJ,2RJ,,,,,-2,2,2,Err :502,Err :502,Err :502,Err :502,H-DEV-01.ac.cs 10.167.129.79,,Je ne peux pas m'authentifier sur la machine,?
374,TPB -1,VMBD1,H-INFRA-01,Serveur,1,Rackable,2,DELL,PowerEdge R810,H16975J,124,"0,54",,,∞,,Cluster admin,DOIP,Déménagement,4,S1,1,,S1-1-,4,4,2,2,,8,3+3,6,,4,1,,1,4RJ,,,,2FC,2FC,,4,Err :502,Err :502,Err :502,-2,-2,Err :502,10.167.129.91,,Je ne peux pas m'authentifier sur la machine,?
375,TPB -1,VMBD1,H-RECETTE-01,Serveur,1,Rackable,2,DELL,PowerEdge R820,6B4RJ32,224,"0,97",,,,,Singleton admin,DOIP,Déménagement,3,S1,2,,S1-2-,2,2,0,0,,12,2+2,4,,4,1,,1,,4RJ,1FC,1FC,,4RJ,,Err :502,4,-1,-1,Err :502,4,Err :502,10.167.129.130,,Je ne peux pas m'authentifier sur la machine,?
376,TPB -1,VMBD1,H-SEC-01,Serveur,1,Rackable,2,DELL,PowerEdge R730,7B20J82,322,,,,∞,,Cluster admin,DOIP,Déménagement,4,S1,1,,S1-1-,0,0,0,0,,8,6,4,,4,1,,1,,,,2RJ,,,2RJ,Err :502,Err :502,Err :502,2,Err :502,Err :502,2,-,Pas installé,?,?
377,TPB -1,VMBD1,NTP-01,Serveur,1,Rackable,1,DELL,PowerEdge R410,5MPH05J,146,,,,∞,,Cluster admin,DOIP,Déménagement,4,S1,1,7,S1-1-7,0,0,0,0,,2,2,2,,2,1,,1,,,,,,,,Err :502,Err :502,Err :502,Err :502,Err :502,Err :502,Err :502,NTP-01.ac.cs 10.167.160.41,,"bond0(eth0-eth1, 10.167.160.41)",Déménagement en l'état
378,TPB -1,VMBD1,SGBD-PRODB-01,Serveur,1,Rackable,4,DELL,PowerEdge R900,2QYH34J,770,"3,35",,,,,Singleton admin,DOIP,Déménagement,4,Stock,,,Stock--,2,2,2,0,,4,3,0,,4,0,,0,,,,,,1FC,1FC,Err :502,Err :502,Err :502,Err :502,Err :502,-1,-1,10.167.132.7,,,Stocker
379,TPB -1,VMBD1,SGBD-PRODC-01,Serveur,1,Rackable,4,DELL,PowerEdge R910,DVMJR4J,620,"2,70",,,,,Singleton admin,DOIP,Déménagement,4,Stock,,,Stock--,2,2,2,0,,4,2,0,,4,1,1,0,1FC,1FC,,,,,,-1,-1,Err :502,Err :502,Err :502,Err :502,Err :502,10.167.132.13,,,Stocker
380,TPB -1,VMBD1,SGBD-PRODM2-01,Serveur,1,Rackable,2,DELL,PowerEdge R810,FWT3Y4J,416,"1,81",,,∞,,Cluster Messagerie,DOIP,Déménagement,4,Stock,,,Stock--,2,2,2,0,,6,2,0,,4,0,,0,2RJ,2FC,,,,SAS,,2,-2,Err :502,Err :502,Err :502,Err :502,Err :502,10.167.132.19,,,Stocker
381,TPB -1,VMBD1,SGBD-SITADEL-01,Serveur,1,Rackable,2,DELL,PowerEdge R810,GXQ6X4J,410,"1,78",,,,,Singleton DG,DOIP,Déménagement,3,S1,3,,S1-3-,0,0,0,0,,4,1,2,,4,0,,1,,,,,,,,Err :502,Err :502,Err :502,Err :502,Err :502,Err :502,Err :502,10.167.132.134,,Eth0(10.167.132.134)  +vlan1504(10.167.4.134),"Créer un bond0 avec eth0 et eth1, lui affecter l'ip  10.167.132.134. Appliquer le vlan1504 avec l'ip 10.167.4.134 sur le bond0"
