Localisation,Rack,Nom du matériel,Type,Nb Elts,Architecture,U,MARQUE,MODELE,numéro de série,CONSO(Watt),I,PDUOndulé,PDUNormal,cluster,critique,domaine,gestion,Action,Phase,Salle,Îlot,"FCTotal","FCUtilisé","RJ45Total","RJ45Utilisé","RJ45Futur","IPMIUtilisé","IPMIFutur","RJ45CM","IPMIDédié",Slot 1,Slot 2,Slot 3,Slot 4,Slot 5,Slot 6,Slot 7,,,,,,
TPB -1,Stock,Disponible (Récup SMILE),Serveur,1,Rackable,2,DELL,PowerEdge R710,9SQH05J,,,,,,,Stock,DOIP,Déménagement,4,Stock,,,,,,,,,4,,,,,,,,,,,,,,
TPB -1,Stock,Fabric1-66,SAN,1,Rackable,2,Brocade,6520,,,,,,∞,,Commutateur SAN,DOIP,Déménagement,1,S2,1,,,,,,,,,,,,,,,,,,,,,,
TPB -1,Stock,Fabric2-68,SAN,1,Rackable,2,Brocade,6520,,,,,,∞,,Commutateur SAN,DOIP,Déménagement,1,S2,1,,,,,,,,,,,,,,,,,,,,,,
TPB -1,Stock,HP HELION COMPUTE NODE (Tony),Serveur,1,Rackable,2,DELL,PowerEdge R730,21B1J82,,,,,,,Stock,DOIP,Déménagement,4,S2,1,,,,,,,,4,,,,,,,,,,,,,,
TPB -1,Stock,HP HELION COMPUTE NODE (Tony),Serveur,1,Rackable,2,DELL,PowerEdge R730,21C3J82,,,,,,,Stock,DOIP,Déménagement,4,S1,1,,,,,,,,4,,,,,,,,,,,,,,
TPB -1,Stock,HP HELION COMPUTE NODE (Tony),Serveur,1,Rackable,2,DELL,PowerEdge R730,21D2J82 ,,,,,,,Stock,DOIP,Déménagement,4,S1,2,,,,,,,,4,,,,,,,,,,,,,,
TPB -1,Stock,HP HELION SERVICE NODE (Tony),Serveur,1,Rackable,2,DELL,PowerEdge R730xd,24H3J82,,,,,,,Stock,DOIP,Déménagement,4,S2,1,,,,,,,,4,,,,,,,,,,,,,,
TPB -1,Stock,HP HELION SERVICE NODE (Tony),Serveur,1,Rackable,2,DELL,PowerEdge R730xd,24J2J82,,,,,,,Stock,DOIP,Déménagement,4,S1,1,,,,,,,,4,,,,,,,,,,,,,,
TPB -1,Stock,HP HELION SERVICE NODE (Tony),Serveur,1,Rackable,2,DELL,PowerEdge R730xd,7JLYH82,,,,,,,Stock,DOIP,Déménagement,4,S1,2,,,,,,,,4,,,,,,,,,,,,,,
TPB -1,Stock,HS (pour pièces),Serveur,1,Rackable,1,DELL,PowerEdge R610,GX6M15J,,,,,,,Stock,DOIP,Déménagement,4,Stock,,,,,,,,,4,,,,,,,,,,,,,,
TPB -1,Stock,HS (pour pièces),Serveur,1,Rackable,1,DELL,PowerEdge R610,82F925J,,,,,,,Stock,DOIP,Déménagement,4,Stock,,,,,,,,,4,,,,,,,,,,,,,,
TPB -1,Stock,HS (pour pièces),Serveur,1,Rackable,1,DELL,PowerEdge R810,24Y6X4J,,,,,,,Stock,DOIP,Déménagement,4,Stock,,,,,,,,,4,,,,,,,,,,,,,,
TPB -1,Stock,HS (pour pièces),Serveur,1,Rackable,1,DELL,PowerEdge R610,2643H4J,,,,,,,Stock,DOIP,Déménagement,4,Stock,,,,,,,,,4,,,,,,,,,,,,,,
TPB -1,Stock,Hyperviseur (Sébastien),Serveur,1,Rackable,2,DELL,PowerEdge R730,79Y1J82,,,,,,,Stock,DOIP,Déménagement,4,Stock,,,,,,,,,4,,,,,,,,,,,,,,
TPB -1,Stock,Hyperviseur (Sébastien),Serveur,1,Rackable,2,DELL,PowerEdge R730,79YWH82,,,,,,,Stock,DOIP,Déménagement,4,Stock,,,,,,,,,4,,,,,,,,,,,,,,
TPB -1,Stock,Hyperviseur (Sébastien),Serveur,1,Rackable,2,DELL,PowerEdge 730,79Z3J82,,,,,,,Stock,DOIP,Déménagement,4,Stock,,,,,,,,,,,,,,,,,,,,,,,
TPB -1,Stock,Hyperviseur (Sébastien),Serveur,1,Rackable,2,DELL,PowerEdge R730,7B03J82,,,,,,,Stock,DOIP,Déménagement,4,Stock,,,,,,,,,4,,,,,,,,,,,,,,
TPB -1,Stock,Hyperviseur (Sébastien),Serveur,1,Rackable,2,DELL,PowerEdge R730,7B12J82,,,,,,,Stock,DOIP,Déménagement,4,Stock,,,,,,,,,4,,,,,,,,,,,,,,
TPB -1,Stock,LAME BLADE,Lame,1,Rackable,0,DELL,M610,CZ6C05J,,,,,,,Stock,DOIP,Déménagement,4,Stock,,,,,,,,,,,,,,,,,,,,,,,
TPB -1,Stock,LAME BLADE,Lame,1,Rackable,0,DELL,M610,DZ6C05J,,,,,,,Stock,DOIP,Déménagement,4,Stock,,,,,,,,,,,,,,,,,,,,,,,
TPB -1,Stock,SERVEUR A RECYCLER,Serveur,1,Rackable,1,DELL,PowerEdge R610,5643H4J,,,,,,,Stock,DOIP,Déménagement,4,Stock,,,,,,,,,4,,,,,,,,,,,,,,
TPB -1,Stock,SERVEUR A RECYCLER (CYRUS-14),Serveur,1,Rackable,4,DELL,PowerEdge R900,4NVTQ3J,,,,,,,Stock,DOIP,Déménagement,4,Stock,,,,,,,,,4,,,,,,,,,,,,,,
TPB -1,Stock,Serveur de sauvegarde CGEDD,Serveur,1,Rackable,2,DELL,PowerEdge R730,,,,,,,,Stock,DOIP,Déménagement,4,Stock,,,,,,,,,4,,,,,,,,,,,,,,
TPB -1,Stock,Serveur NSS (Vincent),Serveur,1,Rackable,2,DELL,PowerEdge R730,875HZ72,,,,,,,Stock,DOIP,Déménagement,4,Stock,,,,,,,,,4,,,,,,,,,,,,,,
TPB -1,Stock,Serveur NSS (Vincent),Serveur,1,Rackable,2,DELL,PowerEdge R730,8768Z72,,,,,,,Stock,DOIP,Déménagement,4,Stock,,,,,,,,,4,,,,,,,,,,,,,,
TPB -1,Stock,Serveur Oracle (T.Soulabail),Serveur,1,Rackable,2,DELL,PowerEdge R730,78BYH82,,,,,,,Stock,DOIP,Déménagement,4,Stock,,,,,,,,,4,,,,,,,,,,,,,,
TPB -1,Stock,Serveur Oracle (T.Soulabail),Serveur,1,Rackable,2,DELL,PowerEdge R730,78CWH82,,,,,,,Stock,DOIP,Déménagement,4,Stock,,,,,,,,,4,,,,,,,,,,,,,,
TPB -1,Stock,Serveur Oracle (T.Soulabail),Serveur,1,Rackable,2,DELL,PowerEdge R730,78D2J82,,,,,,,Stock,DOIP,Déménagement,4,Stock,,,,,,,,,4,,,,,,,,,,,,,,
TPB -1,Stock,Serveur Oracle (T.Soulabail),Serveur,1,Rackable,2,DELL,PowerEdge R730,78F0J82,,,,,,,Stock,DOIP,Déménagement,4,Stock,,,,,,,,,4,,,,,,,,,,,,,,
TPB -1,Stock,STOCK ou DOMAINES,Serveur,1,Rackable,4,DELL,PowerEdge R900,7NVTQ3J,,,,,,,Stock,DOIP,Déménagement,4,Stock,,,,,,,,,4,,,,,,,,,,,,,,
TPB -1,Stock,STOCK ou DOMAINES,Serveur,1,Rackable,2,DELL,PowerEdge 2950,85QM03J,,,,,,,Stock,DOIP,Déménagement,4,Stock,,,,,,,,,2,,,,,,,,,,,,,,
TPB -1,Stock,STOCK ou DOMAINES,Serveur,1,Rackable,4,DELL,PowerEdge R900,3QYH34J,,,,,,,Stock,DOIP,Déménagement,4,Stock,,,,,,,,,4,,,,,,,,,,,,,,
TPB -1,Stock,STOCK ou DOMAINES,Serveur,1,Rackable,4,DELL,PowerEdge R900,4QYH34J,,,,,,,Stock,DOIP,Déménagement,4,Stock,,,,,,,,,4,,,,,,,,,,,,,,
TPB -1,VMBD1,EOLE-RELAIS-1,Serveur,1,Rackable,1,DELL,PowerEdge R410,6MPH05J,191,,,,∞,,Cluster admin,DOIP,Déménagement,3,S1,,,,,2,,,,2,1,,,,,,,,,,,,,
TPB -1,VMBD1,EOLE-RELAIS-2,Serveur,1,Rackable,1,DELL,PowerEdge R410,4MPH05J,191,,,,∞,,Cluster admin,DOIP,Déménagement,3,S1,,,,,2,,,,2,1,,,,,,,,,,,,,
TPB -1,VMBD1,H-DEV-01,Serveur,1,Rackable,2,DELL,PowerEdge 2950,95QM03J,350,"1,52",,,∞,,Cluster admin,DOIP,Déménagement,4,S1,1,2,2,,4,,,,2,0,2FC,2RJ,2RJ,,,,,,,,,,
TPB -1,VMBD1,H-INFRA-01,Serveur,1,Rackable,2,DELL,PowerEdge R810,H16975J,124,"0,54",,,∞,,Cluster admin,DOIP,Déménagement,4,S1,1,4,2,,3+3,,,,4,1,4RJ,,,,2FC,2FC,,,,,,,
TPB -1,VMBD1,H-RECETTE-01,Serveur,1,Rackable,2,DELL,PowerEdge R820,6B4RJ32,224,"0,97",,,,,Singleton admin,DOIP,Déménagement,3,S1,2,2,0,,2+2,,,,4,1,,4RJ,1FC,1FC,,4RJ,,,,,,,
TPB -1,VMBD1,H-SEC-01,Serveur,1,Rackable,1,DELL,PowerEdge R730,7B20J82,322,,,,∞,,Cluster admin,DOIP,Déménagement,4,S1,1,,,,2+2+2,,,,4,1,,,,2RJ,,,2RJ,,,,,,
TPB -1,VMBD1,NTP-01,Serveur,1,Rackable,1,DELL,PowerEdge R410,5MPH05J,146,,,,∞,,Cluster admin,DOIP,Déménagement,4,S1,1,,,,2,,,,2,1,,,,,,,,,,,,,
TPB -1,VMBD1,SGBD-PRODB-01,Serveur,1,Rackable,4,DELL,PowerEdge R900,2QYH34J,770,"3,35",,,,,Singleton admin,DOIP,Déménagement,4,Stock,,2,2,,3,,,,4,0,,,,,,1FC,1FC,,,,,,
TPB -1,VMBD1,SGBD-PRODC-01,Serveur,1,Rackable,4,DELL,PowerEdge R910,DVMJR4J,620,"2,70",,,,,Singleton admin,DOIP,Déménagement,4,Stock,,2,2,,2,,1,,4,1,1FC,1FC,,,,,,,,,,,
TPB -1,VMBD1,SGBD-PRODM2-01,Serveur,1,Rackable,2,DELL,PowerEdge R810,FWT3Y4J,416,"1,81",,,∞,,Cluster Messagerie,DOIP,Déménagement,4,Stock,,2,2,,2,,,,4,0,2RJ,2FC,,,,SAS,,,,,,,
TPB -1,VMBD1,SGBD-SITADEL-01,Serveur,1,Rackable,2,DELL,PowerEdge R810,GXQ6X4J,410,"1,78",,,,,Singleton DG,DOIP,Déménagement,3,S1,3,0,0,,1,,,,4,0,,,,,,,,,,,,,
